property_area_sqft,bedrooms,bathrooms,floors,year_built,property_age,renovation_status,lot_size,distance_city_center_km,neighborhood_quality_score,crime_rate_index,nearby_school_rating,hospital_proximity_km,shopping_center_proximity_km,public_transport_score,parking_availability,property_type,construction_quality_rating,energy_efficiency_score,water_supply_reliability,electricity_supply_reliability,internet_availability_score,green_space_index,flood_risk_index,noise_pollution_level,sale_price
2520,5,2.5,2,1993,32,0,14541,14.90610323973936,8,5.291816079274136,5.78268814046444,6.121836797229427,6.301183499253925,4.843430565773774,1,1Fam,8,3.420388011883528,1.086709766879076,4.809778197148882,1.157759699295466,8.018842949204439,6.065322688118051,7.3053977454556085,310000
1654,3,2.0,1,2002,23,0,8125,9.41421027006463,7,9.834013256516128,4.397513789579139,5.333330911818698,0.8284692004592493,8.877706407180193,1,1Fam,7,7.480111033733368,9.018246400290854,1.3578637252753274,6.292653614576496,1.1337871469916565,2.501739420281328,4.571833981852924,230000
954,2,1.0,1,1938,87,1,6305,6.223581813399521,5,4.513010755490328,1.2199723300234244,4.197477034417913,4.654177506672144,5.933816602973258,1,1Fam,5,8.18501688313982,1.4667506783525055,8.56770164764237,5.30057663636779,1.4923309383706151,9.862986690253026,2.764609703875954,119750
845,3,1.0,1,1957,68,0,11500,10.196085049141484,4,2.957086104330897,3.6742300314370793,2.7531667039353214,0.6943410298843123,6.864263934754841,1,1Fam,4,4.887517448567026,3.1404040329423935,2.4650102202010316,7.694912455497154,9.781236266555222,7.993829851296502,7.409758179350245,84000
1620,2,2.0,1,2007,18,1,12898,7.542322711542942,9,8.553906551923834,6.062458382130281,2.3945671659187564,7.756713538723986,7.3549078701542205,1,1Fam,9,2.4610658100701244,3.1431709283149716,7.721649578572619,3.4465028254643877,1.0345166873421103,1.486391832697414,5.944257037263463,315500
2263,3,2.5,2,2001,24,1,9240,4.084856957636838,8,9.452964873068934,3.6625388931622562,6.327478571627637,1.6524693766045244,3.7699507525721554,1,1Fam,8,2.13980365643427,9.228132962737266,2.540452730895077,7.598810955700591,4.179462237536871,9.10801821839754,9.945157893770551,287000
1344,3,1.5,2,1970,55,1,1533,11.362413955300362,4,5.339458913748349,3.491234900760411,9.114412767488899,4.512837793421362,6.676146174663113,0,Twnhs,4,5.519094596631899,3.2986802008039837,3.4214701429124403,1.3575116166494063,9.156479492558303,2.1935493652694014,2.87722791514075,97000
630,1,1.0,1,1970,55,0,1477,6.988594411131994,4,5.2207179563577295,4.3885385247524145,5.57125332067556,1.157259473172369,2.4482589779690396,1,TwnhsE,4,2.6408001432095043,7.396713523017704,2.5219816415988405,4.129230449533907,1.8621337914241822,8.470682733487209,5.786638653548723,80000
1803,3,2.0,1,1957,68,1,13125,8.166291264354385,5,7.537846995072336,7.220408983199973,9.971943029406942,7.0865195361391375,5.334676254904788,1,1Fam,5,7.2138338046402195,9.176176666051711,3.261390040761481,8.98285144463222,4.666800278666373,9.905874642696686,6.751597471668253,155000
1632,4,1.5,2,1966,59,1,9130,3.242763436665706,6,2.2193889865165914,5.83807917882241,1.818093967147459,3.1501549960446154,3.1517700911597437,1,1Fam,6,3.4124775773970653,1.3899533665026684,6.814142729886413,9.623453756749203,9.905480168145084,9.611036977058546,3.308654873112411,173000
1306,1,2.0,1,2005,20,0,5381,14.890421193981114,6,4.127351137403234,3.689396380577779,5.434259860597775,2.1708716536480437,7.409824584834732,1,Twnhs,6,6.7519077534963845,7.656032995703036,8.142512762818473,2.409363708927348,8.221749677446347,4.248190763085855,3.926303952138056,196000
2329,4,2.5,2,1990,35,0,11839,15.627553429102598,7,9.945707791330383,2.834600012978047,7.1439689550397985,7.190312749205975,2.1793288172148753,1,1Fam,7,7.533207212533435,1.8805869959486827,7.112461450414822,8.459905265178648,4.499198166689148,2.0366374198120125,7.912418316247612,262280
2524,4,2.5,1,1981,44,0,9600,8.115666473080843,8,7.090832947735786,4.585826172950133,2.210360952837508,0.7420350783763453,7.475870033743529,1,1Fam,8,8.74924202644118,5.596411495933662,3.9037615447622733,1.5171357369627145,5.738258651214608,9.170437123083934,6.449093075055109,278000
1733,4,2.0,1,1955,70,0,13680,19.842755016169267,3,4.573524396136396,9.516465719795065,6.703326472682165,0.5394964273726892,5.921905843500445,1,1Fam,3,6.026066212986696,8.857965552376584,3.4518301548158457,8.913060934624426,3.2978791986741482,5.698643920828407,1.3059923288084683,139600
2868,4,3.5,2,2005,20,1,16056,1.5952920950377054,9,8.018734653411258,2.390821480763311,8.066816312207719,4.393258116946749,7.928404972062925,1,1Fam,9,5.865036704008436,6.0062006451060235,8.483432613062297,5.475069101117695,3.197911977162892,8.447861053487294,7.313429547550339,556581
990,3,1.0,1,1994,31,1,9245,19.725156452651674,5,9.810538311605763,8.447541004709464,2.875932101171158,3.6205079192882463,7.853352236038442,1,1Fam,5,9.021314722221287,8.738792908990137,7.658624386496144,4.939352348632845,4.02715512552323,8.652489573249749,4.708452557932027,145000
1771,3,1.0,1,1960,65,1,21750,18.26410999057335,5,5.725963877698518,3.7703874971438247,0.7808843842839772,0.5815263399717914,8.686593550374901,1,1Fam,5,1.6640106870145768,4.861779940692561,7.5049560584632715,1.441228046941383,2.1763065697507518,4.173858854943454,2.0913132054109287,115000
930,2,1.0,1,1946,79,1,11100,7.827723861641743,4,9.764710174675587,1.8462974731371318,0.9670336598808131,2.4869718131269165,7.623070391368092,1,1Fam,4,3.301938568916463,6.750723791167924,5.800795261965706,3.737207636898508,6.66912480244344,4.163368057815349,2.5190551217273787,84900
1302,3,2.0,1,2007,18,0,8993,6.9853669635803275,7,3.6022207784723568,1.7815203635995585,7.028228629284654,2.3254934447409084,6.747491428960254,1,1Fam,7,9.532237782199065,6.919430508450424,4.605305114483194,8.78725028233847,8.268758401543394,6.077107197308955,4.427036030739726,176485
1316,3,2.0,1,2007,18,0,11175,11.210218606637092,7,6.48824738427369,9.112470877819245,8.036843355070836,1.322941097055021,7.50405157126804,1,1Fam,7,6.541114599779777,1.0080096301694583,1.1554270818610517,1.3905812580223091,4.648198397071981,3.2487714442638134,3.6802639820886838,200141
1977,4,1.5,2,1964,61,1,9500,5.425202124062268,6,9.850591664335413,6.643505000490552,5.963243113621029,5.988055968516699,8.867678580822968,1,1Fam,6,7.793799753294568,3.1180808693953397,1.8987382924009033,1.022628124817814,2.9420569396874767,3.6826228691106024,2.128209712898281,165000
1526,4,1.0,1,1957,68,1,8562,3.089139709443576,5,7.115745474039941,1.0758537952026515,5.517324813970003,2.9245346542613517,8.284482954145535,1,1Fam,5,3.9441038519478555,3.2059045642605453,8.401967781587581,8.233336566152332,5.046045768558263,4.520767595968194,1.9118533908631887,144500
1989,3,2.5,2,2002,23,0,11367,9.025497494400108,8,5.14782058155528,6.932220425834459,4.709895709658896,4.493386630079775,7.549273161069809,1,1Fam,8,8.620119103072325,7.015682731923962,6.181944018963978,9.574741184770067,8.510350124832957,7.64308844845717,6.236770202086099,255000
1523,3,2.0,1,1976,49,0,11361,9.138007705176634,6,7.316229767706346,5.476520675261459,4.867350124497268,1.5638274859519359,3.4629113345275906,1,1Fam,6,9.16544724682863,7.350906650840686,2.0185214103613127,9.081905489226708,3.061474215941172,2.2339428665891443,6.509081346093177,180000
1364,2,2.0,1,2005,20,0,7052,13.778673563913276,7,7.139991242956025,8.07827478971008,1.472803974661407,2.1166928941279806,4.752225176401506,1,TwnhsE,7,4.405044027718182,9.854221926069423,1.6115650817138114,4.334741409715458,2.5313308106648504,7.28680976553577,4.713353936255344,185850
1850,3,2.5,2,1994,31,0,29959,15.763026497989543,7,3.2222428350064476,6.519314325919096,7.375220355569535,6.118157451706684,5.598456481229452,1,1Fam,7,3.446121805406578,7.334726061139105,6.019011597357102,9.756316122756473,9.489925947593143,8.321526902902336,5.9583341680966955,248000
2184,3,2.5,2,2008,17,0,11308,1.0382923937280055,9,9.524740772457696,7.22902932641191,5.920536266161294,2.7469658825392673,7.2583745633745185,1,1Fam,9,3.6196394538571517,5.756360263763209,4.3886666304074575,7.718997597892555,2.420742043394229,8.985317175106132,4.0506620069390324,335000
1991,3,1.5,2,1932,93,1,11275,14.145856174448495,6,4.20601542435883,6.446904479135759,1.5013360653274255,3.0775511043185477,8.753133502050233,1,1Fam,6,1.6181702617989666,4.029091636005679,7.676371541720302,3.7237689065850867,1.3764273957550044,5.04753826535091,5.790308557237293,220000
1338,2,2.0,1,2001,24,0,4920,11.947757881103351,8,6.268075385925232,8.809483916044805,8.534383287456821,7.844338242882578,9.877542819589193,1,TwnhsE,8,4.4430458611297485,5.058797442185553,4.3384565773013435,1.1487630904846706,8.324651422574272,6.624686907402169,9.379559129609694,213500
894,2,1.0,1,1935,90,1,18000,3.586189590855188,3,2.124339248703137,9.98573606459657,4.479968957704227,5.0803877396421555,9.306970200583521,1,1Fam,3,3.464276954507068,8.546114943130942,7.2534593914514875,2.9695175581593665,9.146623119395608,2.431880013088619,8.784981393728506,81000
2337,5,2.0,2,1900,125,1,13600,4.3029432000493175,5,4.7853117781084915,3.694350272191052,6.7595298606641165,1.6785857230819021,5.555997567893534,1,2fmCon,5,6.6526708789408735,1.090028898787711,3.8099334839101386,5.676859503934085,5.33994312754066,7.140846740469034,6.056829536733548,90000
1103,2,1.0,1,1925,100,1,6000,12.395183082576688,6,8.993798668762167,4.713969843109246,5.666271963284841,1.7715224428241132,3.4963076932991894,1,1Fam,6,3.2426436999796167,6.840539420718708,5.888939178814468,1.9484704183161723,8.830234279606366,8.913824435309808,4.187821344372689,110500
1154,3,1.5,1,1966,59,0,11000,12.73986386309008,5,3.7707849741012014,7.624233200779219,2.518102866207049,3.584188070665383,9.05453103590645,1,1Fam,5,8.099689953139517,6.245044982505444,6.616681657429366,3.2987190212659785,4.583428576501426,7.285842864595297,6.519965308060289,154000
2260,3,2.5,2,1996,29,1,14000,16.148836961593183,7,1.747171161858935,5.42616071936266,9.455583059491648,5.74776017061632,6.991557417071442,1,1Fam,7,6.803314581012504,6.659977536876367,1.3108356485474206,1.5869560670149028,1.0575432171281112,6.845539058916834,2.6114076675390887,328000
1571,3,2.5,2,1993,32,1,7837,18.958812023824656,6,1.2911977951364846,8.36631868014522,5.445847412472975,7.288908556266478,3.714199508834786,1,1Fam,6,1.4662383280689824,2.1502183144893783,7.29542826424807,2.2043324547598826,5.891146587454312,8.659967716851071,3.6560809944522132,178000
1611,4,1.5,2,1964,61,0,9760,13.52613935622712,6,3.4779250885705952,9.35858767062524,7.372838516559414,4.517120033771381,8.776171053948726,1,1Fam,6,6.723686171408661,3.630827775874155,6.5876445116037745,5.474880132244023,7.589882690726601,5.877302284521564,6.804034292101366,167900
2521,5,2.5,2,1973,52,0,3964,11.797369092790495,6,8.59644125894977,3.822382422655134,3.8111973933689747,7.86132967159718,4.968884577642642,1,TwnhsE,6,2.3513823859230065,8.267199378100596,6.93519287758804,5.260390773877009,9.979529343044824,8.832405075199741,5.078474831872504,151400
893,2,1.0,1,1949,76,1,9600,17.86087689620416,5,2.6452220302133913,6.242554906399751,2.785058175627273,2.6811830106452588,9.03843549438058,1,1Fam,5,1.206557110611228,5.29850819708987,6.55973282502366,3.0196365914238563,9.55849782821905,7.058464911041627,3.5989260024788456,135000
1048,3,1.0,1,1956,69,0,10152,4.92567154334766,5,3.854082847921771,8.112593081195712,9.133409784214184,4.107467787381301,4.198982989737959,1,1Fam,5,5.4343868500254295,9.786213937077584,6.191742268809798,6.3284303116547544,2.334090428120299,2.3400090135821063,4.013547289082041,135000
1556,4,1.5,2,1968,57,0,11700,5.1762505960817435,6,6.547708806638416,8.79657506651719,4.4962091822685855,5.206589518867643,2.441276967760914,1,1Fam,6,5.727760033817358,5.908594904981387,1.8509763906688503,4.642604403479318,7.800651596060106,4.992297296177427,9.111689528372317,154000
1456,4,1.0,2,1948,77,1,7585,17.484143105587414,5,7.69484244989842,8.625020240494287,8.357196968577139,2.8665240345723912,7.399818119291139,1,1Fam,5,2.1646123998087825,6.375368126793639,8.91365816206235,6.149032624002067,4.6510170880701756,3.9832637398083235,7.12378714507319,91500
1426,3,1.5,2,1977,48,0,7950,16.692717113426987,6,4.383469010199746,1.634496666127412,6.821806904801531,2.0347497895667876,9.163774606244921,1,1Fam,6,6.29001795491713,9.975423570968756,5.204585799983854,6.740605861600524,9.366939843930295,4.453930758796503,4.673362319664391,159500
1240,2,2.0,1,2006,19,0,8556,18.08441766336685,7,6.984034187336964,1.8541508814781937,5.627129118524038,5.470959127069689,1.0449698706454669,1,1Fam,7,5.1868020779193325,4.076465170201777,6.7234046543062345,9.707706608443848,4.754813149653183,4.530288473202594,4.637287973881386,194000
1740,3,1.5,2,1940,85,1,13125,4.464895311340672,7,4.370802012573563,5.504542555696597,4.545719665137231,3.9569747663413715,6.394319819413201,1,1Fam,7,9.855321194489097,6.1937766711336915,5.491314524515412,8.58799900702638,1.0072793607184,2.3324064313246535,8.997376545615293,219500
1466,3,2.0,2,1936,89,1,10800,12.743853756634062,5,6.7286939682691225,5.840946381609581,3.8166486859819098,3.851849881062759,9.846293158672175,1,1Fam,5,6.402086821335673,4.857037953974919,1.8039401164174755,2.0885617633818754,9.380756831805513,1.8795942198565931,3.72064083378507,170000
1096,3,1.0,1,1969,56,0,15870,5.075665562075998,5,7.237746333217848,6.575519408598985,4.415321750973686,1.747668580667673,7.536305740774982,1,1Fam,5,8.590447132714608,2.3817101939512124,2.8600744830574545,2.182670002242819,5.9821535720504,5.957733200209248,2.2729641640977216,138800
848,1,1.0,1,2004,21,0,4435,14.265340263886563,6,8.706021371200368,5.6877453433590714,3.4082011447378346,4.630711747816808,6.216319286352172,1,TwnhsE,6,9.282317869854863,7.700011268718007,9.943725593072768,6.0634802869559,6.1979258685246394,2.1183921576563725,1.4472768137798848,155900
990,3,1.0,1,1994,31,0,8775,7.39625104345856,5,1.5715825296235741,5.634607836376809,1.5887677262087467,7.419559768887289,9.184454627147826,1,1Fam,5,9.91525027954311,3.279004215527503,4.179316725221097,3.7073647982044604,5.365561986014327,3.0772037689796026,3.5520314543124107,126000
1258,3,2.0,1,1971,54,1,11040,16.29366154438263,6,1.4977021967531405,2.592097394612151,0.9147607908090243,3.9309680126316238,1.7310220986507892,1,1Fam,6,8.3422322255438,6.25769678422016,2.060865575249941,3.806505830713148,5.811504988029559,3.4114599535767645,5.152969287234737,145000
1040,3,1.5,1,1963,62,0,7500,14.73184709654828,5,4.792674632761822,4.891194911767114,4.796028305081411,6.6360352081655245,6.937008321495483,1,1Fam,5,9.190555922404727,9.843948512665255,3.8365465851666305,4.765453111781782,4.384159674443234,3.6975859867523786,1.3994384786817815,133000
1459,3,2.0,1,2002,23,0,8749,7.088154497173468,7,7.147053431020308,6.0079574484099805,4.215735427514974,0.8381693412956488,5.297026652442599,1,1Fam,7,5.140527484194673,3.138572851263542,2.003742932180788,9.03437381763076,3.8574787260914714,8.899665660602636,2.284256512913858,192000
1251,3,1.0,1,1964,61,0,8800,5.630911499876985,6,5.619548640468859,9.338737814667244,0.6670138373096262,6.903052524884124,7.52268654944358,1,1Fam,6,2.183397624847326,3.510472664526974,8.588828303694601,9.347831400697627,1.499630087592672,4.662274858678488,1.181866745108496,160000
1498,3,2.5,2,1995,30,1,13031,1.8331769397909636,6,4.081436082830402,1.473693862387215,8.925929050265863,5.4330890305395645,3.6998358396316986,1,1Fam,6,6.530153486612666,9.653819111083008,3.9238836316293786,9.33561959100051,4.597506038024472,7.066189465273465,2.1829003400004923,187500
996,2,1.0,1,1992,33,0,9069,11.890215537292818,6,7.249077901726853,8.946010460668901,7.214418711947027,3.0181357122488803,7.227652760354837,1,1Fam,6,7.892448664351621,6.339967637492139,1.2004208237975353,2.3229913260267745,6.341374758928428,2.308427718831922,8.42723513047709,147000
1092,3,1.5,2,1973,52,0,1974,3.62343397796815,4,2.95111518991525,1.4317570631801124,9.992676923733427,6.928125278864573,2.446481308946491,1,TwnhsE,4,2.2512083795051763,2.1094149647280025,6.839276930840415,9.878882737194953,3.399818352861004,6.711385647483154,8.064241828899913,83500
1953,3,2.5,2,2005,20,1,10574,14.5739366964231,8,7.177871543853052,9.029544334227353,9.620948328203676,7.14555578569398,3.3948462992157995,1,1Fam,8,1.395859041302439,4.320242309188693,4.351261345137494,3.7672152522947053,2.6151359742194904,9.702373094929115,7.44854464446533,252000
1709,3,2.0,2,2004,21,0,2522,12.92587509697201,7,7.317964338230258,2.9051872787230035,4.749722986898057,3.221403966288711,8.9866813129786,1,Twnhs,7,4.712201809714013,2.0231307619854237,7.906425638485922,1.7442831412583972,7.370418640087919,1.6507387389891028,8.535908877223342,137500
1247,1,1.5,1,2005,20,0,3316,2.035484475581995,8,8.067596448513882,5.83983519343197,9.778066222297934,7.43265350848744,2.047406645268359,1,TwnhsE,8,8.825125822674558,9.126568960054525,4.940895398527264,5.002084458191581,7.558835700923922,3.363110619493702,5.823033395702057,197000
1040,2,2.0,1,1950,75,0,8544,2.0366387240698494,3,8.569646421388454,9.110668873840808,6.979233666656505,2.8152294866082164,9.021620986146587,1,Duplex,3,4.423620614509874,6.742598552198438,2.8004274058750984,8.956846450817224,2.668192263391403,2.9826230668059392,9.498491996698649,92900
1252,2,2.5,2,1999,26,1,2160,5.78778925390232,7,2.5960114703469674,4.5728160660553065,2.7693429506762333,5.622806948918991,7.891293720765458,1,Twnhs,7,2.9014320117086685,1.4368998949814367,4.645717607830463,4.219550546892432,2.3160204430732914,9.402496399689582,9.245557624000439,160000
1694,4,2.0,2,1925,100,1,8400,16.494527862094618,6,6.419766745766088,1.238826140916554,9.44732921085562,0.8035751066850811,9.174659647564198,1,1Fam,6,3.0443825293085904,5.293546048083353,9.201397345027633,8.48836775063559,9.966038157028288,8.32984070112352,6.404424521425213,136500
1200,1,1.5,1,1965,60,1,9230,2.7317028996872654,5,1.9356977839626572,3.5533530908029736,4.6706058535884685,2.0559140330098256,5.671210256957904,1,1Fam,5,2.9787362981940766,9.623531735657693,3.5137084587236007,2.123051110938043,6.085999188042376,8.579120708524343,7.057898729445673,146000
936,2,1.0,1,1956,69,1,5868,8.546631586053657,5,7.0916281883934875,4.053882085300713,3.5897169783173393,6.508255984237344,1.7783211224327318,1,1Fam,5,5.169579316886606,1.5166432598702122,3.411292008208258,3.2655950583508404,6.239626110270842,5.6326578347283185,4.063147521525205,129000
1314,3,2.0,1,2006,19,0,9317,14.787584773821047,6,2.71438804365698,7.835679687248147,6.331801063578776,1.97758773097726,7.963646344202609,1,1Fam,6,1.3576278477640893,8.894099160736825,5.695505823555214,1.2280440515516253,9.563420104123269,7.715923486840416,7.537664368296229,176432
1355,3,1.5,2,1914,111,1,6882,16.481454912149424,6,3.843677440770586,8.283076161502931,0.6252625174176494,5.238592908483587,5.1675212151839975,0,1Fam,6,5.430963808958238,5.587433073364436,7.753460988703658,5.133994860939946,9.134531311889445,2.3294565406323433,5.920500306637921,127000
1088,2,1.5,1,1986,39,0,3696,15.996503377038591,8,6.8011965223704305,8.723225019252604,2.239185500657268,1.2950535758314454,8.767865292119378,1,TwnhsE,8,9.465519638793246,1.6035585099718364,8.832636337878721,8.769012928480905,3.1957288621167375,6.25757660272093,9.293203854876106,170000
1324,3,1.0,2,1936,89,1,6000,15.874686260887788,4,4.429666194507283,9.742561526847167,8.422723882751857,6.971833262769402,2.050758322243074,1,1Fam,4,2.9345727967939923,5.121474952301053,9.69483044178197,7.680609101218251,1.8726551806403262,1.8210317339828714,9.944484946746805,128000
1601,3,2.0,1,1978,47,0,11880,9.475270761496796,7,5.805145206029719,3.9717204862272433,2.1217282244184865,4.328139844972814,6.411723990573243,1,1Fam,7,7.260109303831608,4.767794197327625,2.6667633673669284,3.0923960244513764,8.004941432018652,4.774864057051072,3.021414476664605,157000
438,1,1.0,1,1920,105,1,8400,19.11033781294677,2,8.0619848736677,2.8250694704273394,1.6246539029698748,4.739781796789283,7.705728849439938,1,1Fam,2,8.394668117315764,6.593734340911666,2.306257689633708,2.7558178991606033,3.8298720648613007,4.8431268848969795,6.183473060123222,60000
950,3,1.0,1,1971,54,0,9758,4.594046317740997,5,2.046987685091837,4.351081762182403,8.90040800553212,5.144683246886973,6.319016088707589,1,1Fam,5,7.267777262768125,2.02742170751851,2.9810453809487854,6.377064895374985,7.80627052415106,5.334186312401263,5.057124474130873,119500
1134,2,1.0,1,1960,65,1,7000,3.0722795843821347,5,5.184612192319773,4.706153788625637,3.785556463478386,3.576683663811538,2.53656286621321,1,1Fam,5,2.721519261140825,8.261631313994046,1.8139346584260814,9.15540315507328,9.607853546271873,2.5916313641543938,6.26413618782456,135000
1194,3,1.0,1,1959,66,0,8910,8.317795612706831,6,9.293313565875795,4.36009763625555,7.092433760338036,4.889204053232329,6.248742826529562,1,1Fam,6,3.636055836699308,9.247207473118603,4.446485226483645,1.5090178186672039,5.156597807746306,4.0135297429515795,2.2681834710825903,159500
1302,3,2.5,2,1970,55,0,2016,15.935150338515855,5,7.801120517260242,8.260515408360996,6.791462138612562,5.205034535320959,4.002622060605949,1,TwnhsE,5,2.5905310634633527,3.127708201108799,1.1570182970422227,3.008276666002386,1.074571313722112,8.126935683046433,7.216836772735697,106000
2622,3,2.5,2,1994,31,1,12256,12.186341385707408,8,7.921590956572165,7.157817368029602,8.621759788155003,0.6890776102066447,7.057155146383903,1,1Fam,8,9.25888333073496,4.861460912426603,5.223718599149666,6.3387911171713185,4.321839114585142,8.531982805874666,6.09198120939855,325000
1442,3,2.0,1,1990,35,1,10357,9.362284163966155,7,6.371872001534793,3.6693291259293472,6.89901032350346,6.552845076508564,4.300649269057203,1,1Fam,7,6.3180362136179165,2.5271152190820008,1.1269666846256994,1.1823814701252484,7.72190724568571,7.299825336546028,6.722183899143805,179900
2021,3,2.5,2,2006,19,0,23257,3.940950974628278,7,7.7373121239265945,2.625564540575221,7.53308693834734,2.976680711000549,2.228939266883099,1,1Fam,7,8.029721624466818,3.2450528185096994,2.535445503487326,8.080048380354357,3.8090840386904277,9.608217210020829,6.879779655160495,274725
1690,3,2.5,2,2000,25,0,8063,19.29258785603259,6,8.488080415915661,5.438111834385947,5.625915634510075,5.2604535597742155,6.945392099688846,1,1Fam,6,5.722271281642981,2.7855675613584174,2.474251672094368,6.1536026342021515,6.156967414389361,4.882285485398397,3.0150420368107564,181000
1836,3,2.0,1,2004,21,1,11362,4.484492290439781,8,4.173522023171212,6.376272031614782,7.964320215845957,3.1786397584921975,4.5562164597013215,1,1Fam,8,2.8043479018710116,5.257161609265,5.687612636079067,2.793638465923495,2.3945749784724346,9.300899407732443,3.77409481126412,280000
1658,3,2.5,2,1995,30,1,8000,15.439037435875948,6,7.711621031455599,4.9788144213986385,0.5897791126429215,5.577909921003878,1.417048900764064,1,1Fam,6,3.552375300232838,5.1032756460834525,1.1705122483379558,8.69622762968616,8.038034278826265,6.391347485548498,4.842254289153038,188000
1964,4,2.5,2,1976,49,0,10480,19.117201565068054,7,8.499216234058018,8.504471484731095,1.7527050846505157,5.607518673437249,5.960567767177522,1,1Fam,7,8.868075998447186,7.716814843160339,9.01177903707369,5.93352913990928,4.4302250895019615,2.813233940541706,9.771742417541144,205000
816,2,1.0,1,1957,68,0,7100,2.244080697077994,5,4.149344090620998,9.959964902704817,5.080317691922592,3.5534383914944336,8.613582150742007,1,1Fam,5,9.358944085777786,3.4496011914594336,2.0135050722866628,2.6334715731818297,8.399315270691188,9.745640093351158,3.10748718828831,129900
1008,2,1.0,1,1953,72,1,8923,4.246779828092164,5,8.76811580715655,6.59749520240877,5.736712397601871,7.095993320509765,9.468944744584142,1,1Fam,5,9.682140678302408,4.079602370239509,9.546040929385972,8.10936315411827,3.350793246044414,4.276076877534607,8.308516879032366,134500
833,2,1.0,1,1954,71,1,5400,8.85433912534356,5,2.6379593433168274,4.820667311229183,8.963121372167855,4.775971222622035,9.179099368195446,1,1Fam,5,9.766772636490279,2.9754554219793334,4.513773894528292,9.085431281685143,7.912064454763469,6.701883038047818,1.9687499191126268,117000
1734,3,2.0,1,2007,18,0,12085,13.72128879184386,8,4.859482304513314,7.197971428903108,6.031034106948141,1.014156568101252,8.311304808782127,1,1Fam,8,1.9379087896454257,9.518078608428477,1.7776424774488946,4.112017815519067,9.31233145894741,3.610682546290647,1.9203365339833385,318000
1419,3,2.5,2,2002,23,0,7750,4.803727829758395,8,8.558048777379355,1.9305296839956683,8.186640892024,6.078263193173564,5.593176472573431,1,1Fam,8,5.544772186484703,7.495896723720492,8.363605983145048,5.5412272471048665,2.598551478306453,5.671458766754065,2.5129669974334194,184100
894,3,1.0,1,1967,58,1,9764,11.29202241666925,5,2.674979325741071,1.2780024064865616,3.405336412435605,6.026110492249155,5.702331429558723,1,1Fam,5,5.220496290949679,1.7269973463091746,5.233345284299583,5.512165317471694,8.166754792036922,4.278949912393321,6.001389703517637,130000
1601,3,1.0,2,1958,67,1,13825,9.114187517078904,5,9.729484420604482,3.1479503144620304,6.93735464190979,7.7378963990196254,8.438231368746191,1,1Fam,5,5.675837970030595,2.8119714129630746,4.439127719129436,2.059390766819373,3.019808178592892,6.392381290434139,4.0612348354169745,140000
1040,3,1.0,1,1959,66,0,7560,4.099881754835756,5,4.02856555769443,3.6755305478085165,6.690288002113302,1.796083476238731,9.08683656995121,1,1Fam,5,1.4745156925203242,6.707760980331549,3.981950008511767,5.846411218861277,1.4741362199113786,4.11413163201407,9.735250542599912,133700
1012,2,1.0,1,1920,105,1,8263,12.222813065751678,6,9.242995842253908,9.028699556256825,5.667427139939252,5.2432595287757895,2.3655548257995553,1,1Fam,6,6.134208423189779,9.726009379406714,9.830757955945193,4.989739162094263,9.79912004201222,7.864589588235911,2.2369077040405703,118400
1552,3,2.0,1,2005,20,1,10084,9.502773247179364,7,2.947275992328933,9.205530449817424,2.8490360694702606,6.40756693849475,3.2396884858093076,1,1Fam,7,3.0196513044804005,1.6215776060372904,3.814354388690929,9.264538887780496,3.3580645795265323,4.7528626409271535,5.7326532995275565,212900
960,3,1.0,1,1956,69,0,8926,6.5701827295248245,4,9.10536169407181,4.356034086821126,3.733660886308003,2.8220577749460674,8.459278095528237,1,1Fam,4,2.7256716066608364,4.475480062478887,6.0453767316308635,1.3905834878567331,6.995674055020157,7.298850761094437,4.889649685672026,112000
698,2,1.0,1,1947,78,1,9405,1.6749360706206855,5,5.944956316595872,7.940170048458862,9.209074733787885,6.587661212181725,4.678033800536445,0,1Fam,5,7.982029797050185,7.461187897901046,9.513076210928899,9.826564335865818,1.3227994712624087,1.6828127788978078,1.1991839496851309,118000
1482,3,2.5,2,1992,33,0,9125,11.327349323165297,7,7.566635777975575,2.616628353933806,2.3228136839209927,4.846462371295109,7.850494222823208,1,1Fam,7,3.764409778651527,4.19894731273887,6.501731748654358,8.44326120363443,2.463826142302742,6.200482363889019,5.502635752343404,163900
1005,2,1.0,1,1955,70,0,10434,16.683929004569688,4,3.636132134122237,6.05164783018148,1.6373960701785635,4.3718271701626055,9.869602423290107,1,1Fam,4,2.472245205420922,8.70310168141845,4.623994317047637,9.397680675187765,7.456034854219213,1.2942730078762303,8.865417820745304,115000
1555,2,2.0,1,2007,18,0,3684,6.022511403709718,7,8.551566135338692,6.163987236186718,7.663354789297636,6.705665820758216,3.507231971085821,1,TwnhsE,7,4.788183765020755,2.2621207052138725,3.4715458876555796,5.472558953976328,6.054655377873458,6.446067509982102,3.0333066833224387,174000
1530,3,2.0,1,2004,21,0,14572,10.865143641399897,7,2.184929385628456,5.588002511706931,2.044829166242512,2.052660330829183,5.169882556172024,1,1Fam,7,9.812433533933108,4.613455423408144,8.5123493668756,2.7321282487476743,6.7914034598987945,5.704015608204515,7.326938969998658,259000
